DIA_SEMANA;HORA;TEMPERATURA;UMIDADE;VELOCIDADE_VENTO;VISIBILIDADE;RADIACAO_SOLAR;CHUVA;NEVE;ESTACAO;FERIADO;FUNCIONAMENTO;BICICLETAS_ALUGADAS
qua;12;22.9;87;4;1497;0.22;0;0;primavera;não;sim;59
qua;13;21.8;97;2.4;682;0.06;35;0;primavera;não;sim;151
qua;14;22;96;2.9;1327;0.39;0;0;primavera;não;sim;248
qua;15;22;96;2.9;313;0.2;0;0;primavera;não;sim;240
qua;16;21.8;97;1.8;206;0.18;0;0;primavera;não;sim;223
qua;17;21.9;97;3.2;207;0.14;0.5;0;primavera;não;sim;304
qua;18;21.9;97;2.1;191;0.08;0;0;primavera;não;sim;562
qua;19;21.9;97;2.2;196;0.01;0;0;primavera;não;sim;404
qua;20;21.8;97;2.2;156;0;0.5;0;primavera;não;sim;338
qua;21;21.8;97;1.3;160;0;0.5;0;primavera;não;sim;398
qua;22;21.9;97;1.5;164;0;0;0;primavera;não;sim;399
qua;23;22;97;0.9;158;0;0;0;primavera;não;sim;225
qui;0;22;97;1.6;152;0;0.5;0;primavera;não;sim;118
qui;1;22;97;2.1;192;0;0.5;0;primavera;não;sim;144
qui;2;21.8;97;1.3;175;0;1;0;primavera;não;sim;78
qui;3;21.8;98;0.6;113;0;2.5;0;primavera;não;sim;38
qui;4;19.2;98;2.4;1965;0;19;0;primavera;não;sim;51
qui;5;18.8;97;0.9;1927;0;0;0;primavera;não;sim;54
qui;6;18.9;98;0.3;338;0;0;0;primavera;não;sim;69
qui;7;19.1;98;0.3;125;0;0;0;primavera;não;sim;80
qui;8;19.7;98;0.5;1958;0.12;13.5;0;primavera;não;sim;152
qui;9;19.7;98;0.5;659;0.05;10;0;primavera;não;sim;28
qui;10;20.1;98;1.2;885;0.13;2;0;primavera;não;sim;141
qui;11;20.4;98;0.9;300;0.25;2.5;0;primavera;não;sim;182
qui;12;21.7;96;0.8;1773;0.81;1.5;0;primavera;não;sim;467
qui;13;23.4;83;1.7;1944;1.5;0;0;primavera;não;sim;592
qui;14;23.4;81;0.6;1921;0.5;0;0;primavera;não;sim;352
qui;15;22.8;95;1.6;294;0.11;0.5;0;primavera;não;sim;186
qui;16;22.9;95;0.4;385;0.31;0;0;primavera;não;sim;102
qui;17;22.7;96;0.4;249;0.11;2.5;0;primavera;não;sim;131
qui;18;22.6;97;1.1;304;0.07;1.5;0;primavera;não;sim;431
qui;19;22.3;96;2.6;191;0;0;0;primavera;não;sim;29
qui;20;21.3;97;2.8;388;0;12.5;0;primavera;não;sim;17
qui;21;20.5;97;1.1;726;0;4;0;primavera;não;sim;18
qui;22;20.2;98;0.5;468;0;6;0;primavera;não;sim;26
qui;23;20;98;1.8;589;0;2.5;0;primavera;não;sim;35
sex;0;19.3;97;1.8;523;0;1;0;primavera;não;sim;129
sex;1;19;97;1.5;278;0;1;0;primavera;não;sim;116
sex;2;18.8;98;1.5;237;0;0.5;0;primavera;não;sim;48
sex;3;18.3;98;1.6;320;0;2;0;primavera;não;sim;47
sex;4;18.1;98;1.7;223;0;1;0;primavera;não;sim;22
sex;5;17.8;98;1;457;0;0.5;0;primavera;não;sim;29
sex;6;17.4;98;0.3;234;0;0;0;primavera;não;sim;77
sex;7;16.6;98;0.6;219;0.01;0.5;0;primavera;não;sim;210
sex;8;16.4;98;0.3;514;0.11;0;0;primavera;não;sim;400
sex;9;16.6;98;0.6;301;0.18;0.5;0;primavera;não;sim;427
sex;10;16.3;97;1;693;0.37;0;0;primavera;não;sim;454
sex;11;16.6;96;0.7;539;0.41;0;0;primavera;não;sim;352
sex;12;16.6;96;0.8;430;0.34;0;0;primavera;não;sim;185
sex;13;16.7;93;1;1373;0.72;0.5;0;primavera;não;sim;509
sex;14;16.7;88;1.5;1760;0.72;0;0;primavera;não;sim;697
sex;15;16.7;85;1.2;2000;0.49;0;0;primavera;não;sim;906
sex;16;17;82;1.9;2000;0.84;0;0;primavera;não;sim;1182
sex;17;17.2;81;1.2;2000;0.57;0;0;primavera;não;sim;1551
sex;18;17.5;79;1.5;2000;0.57;0;0;primavera;não;sim;2261
sex;19;17;76;1.5;2000;0.29;0;0;primavera;não;sim;1751
sex;20;16.2;76;2.1;2000;0.02;0;0;primavera;não;sim;1386
sex;21;15.3;73;2.3;2000;0;0;0;primavera;não;sim;1263
sex;22;14.2;73;1.9;2000;0;0;0;primavera;não;sim;1221
sex;23;13.2;68;1.8;2000;0;0;0;primavera;não;sim;864
sab;0;12.2;67;1.2;2000;0;0;0;primavera;não;sim;689
sab;1;11.4;74;1.3;2000;0;0;0;primavera;não;sim;676
sab;2;11.1;74;1.9;2000;0;0;0;primavera;não;sim;526
sab;3;10.7;73;1.3;2000;0;0;0;primavera;não;sim;320
sab;4;10.5;73;1.2;2000;0;0;0;primavera;não;sim;213
sab;5;10.4;71;1.1;2000;0;0;0;primavera;não;sim;198
sab;6;10.5;70;1;2000;0.03;0;0;primavera;não;sim;234
sab;7;11.4;0;1.4;2000;0.46;0;0;primavera;não;sim;436
sab;8;13.7;57;1.4;2000;1.28;0;0;primavera;não;sim;766
sab;9;15.7;49;1.6;2000;2;0;0;primavera;não;sim;932
sab;10;17.2;45;2.1;2000;2.61;0;0;primavera;não;sim;1051
sab;11;19;44;1.4;2000;3.12;0;0;primavera;não;sim;1290
sab;12;20.5;42;2.1;2000;3.42;0;0;primavera;não;sim;1573
sab;13;21.9;39;2;2000;3.52;0;0;primavera;não;sim;1865
sab;14;22.8;39;2.6;1983;3.39;0;0;primavera;não;sim;2128
sab;15;23.9;37;1.6;2000;3.07;0;0;primavera;não;sim;2268
sab;16;24.5;34;1.5;2000;2.54;0;0;primavera;não;sim;2479
sab;17;24.5;35;1.8;1927;1.93;0;0;primavera;não;sim;2355
sab;18;24;34;1.7;2000;1.22;0;0;primavera;não;sim;2439
sab;19;22.6;34;1.5;2000;0.51;0;0;primavera;não;sim;2140
sab;20;20.9;34;1.4;2000;0.03;0;0;primavera;não;sim;1872
sab;21;19.5;34;1.3;2000;0;0;0;primavera;não;sim;1780
sab;22;18.4;34;1.2;2000;0;0;0;primavera;não;sim;1595
sab;23;17.1;37;1.3;2000;0;0;0;primavera;não;sim;1169
dom;0;15.8;41;1.2;2000;0;0;0;primavera;não;sim;986
dom;1;14.7;43;1.2;2000;0;0;0;primavera;não;sim;713
dom;2;13.9;43;0.9;2000;0;0;0;primavera;não;sim;473
dom;3;13.5;41;1;2000;0;0;0;primavera;não;sim;347
dom;4;12.8;44;0.8;2000;0;0;0;primavera;não;sim;205
dom;5;12.1;47;1.6;2000;0;0;0;primavera;não;sim;160
dom;6;11.6;46;0.8;2000;0.05;0;0;primavera;não;sim;190
dom;7;12.3;43;0.6;2000;0.3;0;0;primavera;não;sim;341
dom;8;14.1;38;1;2000;0.72;0;0;primavera;não;sim;524
dom;9;16;34;1.3;2000;1;0;0;primavera;não;sim;676
dom;10;17;37;1.4;2000;0.94;0;0;primavera;não;sim;899
dom;11;18.7;30;1.9;2000;1.66;0;0;primavera;não;sim;1013
dom;12;18.8;31;1.2;2000;0.92;0;0;primavera;não;sim;1313
dom;13;19.9;33;1.4;2000;1.28;0;0;primavera;não;sim;1559
dom;14;20.3;30;1.8;2000;1.01;0;0;primavera;não;sim;1680
dom;15;21;28;1.7;2000;1.16;0;0;primavera;não;sim;1999
dom;16;22.2;23;2.2;2000;1.66;0;0;primavera;não;sim;2143
dom;17;22.4;23;2.4;2000;1.89;0;0;primavera;não;sim;2310
dom;18;22.2;22;1.8;2000;1.25;0;0;primavera;não;sim;2403
dom;19;20.8;24;2;2000;0.56;0;0;primavera;não;sim;2145
dom;20;19;26;1.5;2000;0.02;0;0;primavera;não;sim;1846
dom;21;17.8;26;1.3;2000;0;0;0;primavera;não;sim;1636
dom;22;16.8;29;1.2;2000;0;0;0;primavera;não;sim;1325
dom;23;15.8;30;1.1;2000;0;0;0;primavera;não;sim;943
seg;0;15.3;29;1.3;2000;0;0;0;primavera;não;sim;666
seg;1;14.5;31;1.1;2000;0;0;0;primavera;não;sim;420
seg;2;13.9;0;0.9;2000;0;0;0;primavera;não;sim;262
seg;3;13;0;0.8;2000;0;0;0;primavera;não;sim;165
seg;4;12.4;0;0.8;2000;0;0;0;primavera;não;sim;113
seg;5;11.9;0;1.3;2000;0;0;0;primavera;não;sim;200
seg;6;11.4;0;0.9;2000;0.03;0;0;primavera;não;sim;467
seg;7;12.3;0;0.9;1989;0.48;0;0;primavera;não;sim;1135
seg;8;15.3;30;1.3;2000;1.3;0;0;primavera;não;sim;1785
seg;9;17.7;27;1.3;2000;2.02;0;0;primavera;não;sim;1118
seg;10;19.3;27;1.4;2000;2.63;0;0;primavera;não;sim;962
seg;11;20.9;27;1.7;2000;3.11;0;0;primavera;não;sim;1129
seg;12;21.8;31;2.1;2000;3.39;0;0;primavera;não;sim;1373
seg;13;22.8;31;1.9;1923;3.49;0;0;primavera;não;sim;1456
seg;14;23.4;36;2.8;1947;3.11;0;0;primavera;não;sim;1483
seg;15;23.3;38;1.5;1963;2.13;0;0;primavera;não;sim;1612
seg;16;22.7;42;1.9;2000;1.13;0;0;primavera;não;sim;1820
seg;17;22.2;45;2.4;2000;0.83;0;0;primavera;não;sim;2214
seg;18;21.6;48;2.5;1884;0.61;0;0;primavera;não;sim;3069
seg;19;19.5;56;1.6;1600;0.29;0;0;primavera;não;sim;2450
seg;20;18.4;59;2.6;1476;0.04;0;0;primavera;não;sim;2167
seg;21;17.7;63;0.5;1324;0;0;0;primavera;não;sim;2065
seg;22;16.9;65;0.3;1281;0;0;0;primavera;não;sim;1832
seg;23;16.3;70;0.7;1293;0;0;0;primavera;não;sim;1273
ter;0;16;71;0.5;1299;0;0;0;primavera;sim;sim;957
ter;1;15.9;71;1.1;1312;0;0;0;primavera;sim;sim;810
ter;2;15.7;74;1;1313;0;0;0;primavera;sim;sim;590
ter;3;15.5;0;0.7;1420;0;0;0;primavera;sim;sim;406
ter;4;15.6;0;0.5;1502;0;0;0;primavera;sim;sim;248
ter;5;15.7;0;0.6;1610;0;0;0;primavera;sim;sim;182
ter;6;15.5;0;0.5;1691;0.06;0;0;primavera;sim;sim;277
ter;7;16.3;69;0.7;1750;0.34;0;0;primavera;sim;sim;443
ter;8;18.2;63;0.8;1731;1;0;0;primavera;sim;sim;694
ter;9;19.3;62;0.8;1894;1.14;0;0;primavera;sim;sim;912
ter;10;20.7;55;1.8;1698;1.43;0;0;primavera;sim;sim;1119
ter;11;21.9;55;1.4;1820;1.87;0;0;primavera;sim;sim;1438
ter;12;22.9;51;1.1;1591;1.8;0;0;primavera;sim;sim;1798
ter;13;22.7;52;1;1399;0.94;0;0;primavera;sim;sim;2000
ter;14;22.8;53;1.4;1630;0.98;0;0;primavera;sim;sim;1407
ter;15;21.1;72;2.7;663;0.31;0.1;0;primavera;sim;sim;163
ter;16;19.5;80;1.2;553;0.53;0.4;0;primavera;sim;sim;86
ter;17;18.6;84;1.8;499;0.28;1;0;primavera;sim;sim;50
ter;18;17.9;93;1.2;258;0.13;2;0;primavera;sim;sim;30
ter;19;17.6;93;0.3;331;0.06;1.5;0;primavera;sim;sim;45
ter;20;17.2;85;1.4;467;0;0.5;0;primavera;sim;sim;30
ter;21;17;85;1.1;597;0;0.5;0;primavera;sim;sim;58
ter;22;16.8;87;0.6;447;0;0.5;0;primavera;sim;sim;29
ter;23;16.3;96;1.1;198;0;2.5;0;primavera;sim;sim;18
qua;0;15.8;97;2.4;181;0;3.5;0;primavera;não;sim;32
qua;1;15.3;97;3.2;178;0;3;0;primavera;não;sim;25
qua;2;15;97;2.5;236;0;3;0;primavera;não;sim;34
qua;3;14.9;96;2.2;636;0;0.5;0;primavera;não;sim;43
qua;4;15;97;1.4;1827;0;0;0;primavera;não;sim;59
qua;5;14.6;87;2.2;2000;0;0;0;primavera;não;sim;152
qua;6;13.9;83;3.2;2000;0.04;0;0;primavera;não;sim;436
qua;7;13.6;75;1.6;1987;0.47;0;0;primavera;não;sim;1241
qua;8;14.6;70;3.1;2000;1.28;0;0;primavera;não;sim;2035
qua;9;16;60;1.9;1992;1.98;0;0;primavera;não;sim;1125
qua;10;17.9;56;3.3;1919;2.63;0;0;primavera;não;sim;871
qua;11;18.9;42;3.8;2000;3.13;0;0;primavera;não;sim;1012
qua;12;20.1;37;4;1910;3.44;0;0;primavera;não;sim;1216
qua;13;20.9;33;3.9;1853;3.52;0;0;primavera;não;sim;1167
qua;14;22;33;3.4;1966;3.41;0;0;primavera;não;sim;1183
qua;15;23;29;2.9;1876;3.11;0;0;primavera;não;sim;1332
qua;16;23;33;4.2;1880;2.57;0;0;primavera;não;sim;1563
qua;17;22.4;39;3.2;1943;1.9;0;0;primavera;não;sim;2069
qua;18;21.7;40;3.5;1987;1.18;0;0;primavera;não;sim;3123
qua;19;18.8;52;3.4;2000;0.49;0;0;primavera;não;sim;2454
qua;20;16.7;61;1.9;2000;0.05;0;0;primavera;não;sim;2001
qua;21;15.4;61;1.1;1959;0;0;0;primavera;não;sim;1833
qua;22;14.8;59;1;1740;0;0;0;primavera;não;sim;1588
qua;23;14.6;54;1.5;1596;0;0;0;primavera;não;sim;1080
qui;0;13.7;51;1.3;1651;0;0;0;primavera;não;sim;778
qui;1;12.9;62;0.6;1557;0;0;0;primavera;não;sim;578
qui;2;12.5;54;0.7;1500;0;0;0;primavera;não;sim;385
qui;3;12.1;64;0.8;1538;0;0;0;primavera;não;sim;265
qui;4;11.7;64;1.6;1578;0;0;0;primavera;não;sim;161
qui;5;11.3;64;1.2;1634;0;0;0;primavera;não;sim;205
qui;6;11.4;67;1;1600;0.04;0;0;primavera;não;sim;530
qui;7;12.5;61;1.3;1818;0.42;0;0;primavera;não;sim;1390
qui;8;15.2;50;1.6;1530;1.1;0;0;primavera;não;sim;2081
qui;9;17.6;30;1.1;1531;1.79;0;0;primavera;não;sim;1226
qui;10;19.9;27;2.7;1775;2.44;0;0;primavera;não;sim;880
qui;11;21.5;30;2.9;1779;2.92;0;0;primavera;não;sim;922
qui;12;22.1;36;5.3;1696;3.2;0;0;primavera;não;sim;1087
qui;13;23.3;35;3.7;1874;3.28;0;0;primavera;não;sim;1078
qui;14;23.2;36;4.9;1597;3.18;0;0;primavera;não;sim;1059
qui;15;23.5;36;3.2;1786;2.91;0;0;primavera;não;sim;1174
qui;16;23.5;36;4;1763;2.42;0;0;primavera;não;sim;1455
qui;17;23.4;38;2.7;1885;1.76;0;0;primavera;não;sim;1863
qui;18;22.6;39;2.8;1655;1.1;0;0;primavera;não;sim;2825
qui;19;21.1;44;2.6;1512;0.41;0;0;primavera;não;sim;2334
qui;20;20;46;2.6;1414;0.05;0;0;primavera;não;sim;1902
qui;21;19.3;50;1.7;1381;0;0;0;primavera;não;sim;1838
qui;22;18.6;54;2.3;1328;0;0;0;primavera;não;sim;1678
qui;23;18.1;56;1.6;1095;0;0;0;primavera;não;sim;1087
sex;0;17.6;57;1.8;943;0;0;0;primavera;não;sim;831
sex;1;16.9;61;1;844;0;0;0;primavera;não;sim;610
sex;2;16.1;70;0.6;787;0;0;0;primavera;não;sim;437
sex;3;15.4;71;0.5;780;0;0;0;primavera;não;sim;286
sex;4;14.8;71;0.4;700;0;0;0;primavera;não;sim;188
sex;5;14.3;75;0.6;635;0;0;0;primavera;não;sim;201
sex;6;13.8;74;0.7;644;0.05;0;0;primavera;não;sim;531
sex;7;14.4;66;1.1;704;0.42;0;0;primavera;não;sim;1250
sex;8;17.1;57;1.7;792;1.21;0;0;primavera;não;sim;1996
sex;9;19.5;44;1.3;995;1.88;0;0;primavera;não;sim;1121
sex;10;21.4;30;2.5;1730;2.53;0;0;primavera;não;sim;819
sex;11;23.1;30;2.5;1896;3.01;0;0;primavera;não;sim;959
sex;12;24.4;24;2.9;1811;3.28;0;0;primavera;não;sim;1082
sex;13;25.6;26;2.7;1747;3.36;0;0;primavera;não;sim;1106
sex;14;26;23;2.3;1923;2.92;0;0;primavera;não;sim;1161
sex;15;25.1;25;2.7;1959;2.2;0;0;primavera;não;sim;1306
sex;16;24.3;27;4.1;1892;1.78;0;0;primavera;não;sim;1533
sex;17;23.6;28;3.1;1844;1.26;0;0;primavera;não;sim;2013
sex;18;23.3;32;2.6;1772;1.05;0;0;primavera;não;sim;2916
sex;19;22;40;1.6;1658;0.47;0;0;primavera;não;sim;2227
sex;20;20.4;45;2;1457;0.06;0;0;primavera;não;sim;1905
sex;21;19.1;50;1.4;1378;0;0;0;primavera;não;sim;1740
sex;22;18.3;54;1.7;1394;0;0;0;primavera;não;sim;1630
sex;23;17.6;55;0.5;1362;0;0;0;primavera;não;sim;1209
sab;0;17;59;1.1;1299;0;0;0;primavera;não;sim;987
sab;1;16.2;63;0.7;1328;0;0;0;primavera;não;sim;837
sab;2;15.8;66;0.6;1204;0;0;0;primavera;não;sim;572
sab;3;15.3;69;0.5;1103;0;0;0;primavera;não;sim;419
sab;4;14.8;73;0.5;994;0;0;0;primavera;não;sim;232
sab;5;14.4;73;0.4;978;0;0;0;primavera;não;sim;198
sab;6;14.2;72;0.6;947;0.04;0;0;primavera;não;sim;299
sab;7;15;64;0.6;902;0.46;0;0;primavera;não;sim;503
sab;8;17.8;52;0.6;1094;1.18;0;0;primavera;não;sim;763
sab;9;20.6;43;1.1;1104;1.84;0;0;primavera;não;sim;992
sab;10;23.2;41;1.1;1440;2.45;0;0;primavera;não;sim;1010
sab;11;24.8;34;0.9;1439;2.92;0;0;primavera;não;sim;1164
sab;12;26.2;31;1.2;1161;3.18;0;0;primavera;não;sim;1285
sab;13;27.8;31;2;1326;3.29;0;0;primavera;não;sim;1441
sab;14;28.3;30;2.3;1025;3.14;0;0;primavera;não;sim;1448
sab;15;29.4;30;2;882;2.82;0;0;primavera;não;sim;1575
sab;16;29;31;2.9;889;2.26;0;0;primavera;não;sim;1690
sab;17;27.9;34;3.8;1259;1.73;0;0;primavera;não;sim;1886
sab;18;27;33;2.2;822;1.07;0;0;primavera;não;sim;2020
sab;19;24.9;46;3.1;1341;0.43;0;0;primavera;não;sim;1985
sab;20;22.3;50;2.7;1512;0.05;0;0;primavera;não;sim;1909
sab;21;21.7;58;1.3;1173;0;0;0;primavera;não;sim;1851
sab;22;21.2;60;1;1192;0;0;0;primavera;não;sim;1683
sab;23;20.7;63;0.8;1130;0;0;0;primavera;não;sim;1330
dom;0;20.1;65;1.6;1097;0;0;0;primavera;não;sim;1089
dom;1;19.8;61;1.4;943;0;0;0;primavera;não;sim;799
dom;2;19;62;1.8;974;0;0;0;primavera;não;sim;555
dom;3;18.5;62;0.8;1073;0;0;0;primavera;não;sim;423
dom;4;17.9;59;1.3;1261;0;0;0;primavera;não;sim;208
dom;5;17.6;0;0.8;1304;0;0;0;primavera;não;sim;174
dom;6;17.3;62;1.4;1293;0.03;0;0;primavera;não;sim;234
dom;7;17.6;0;1.4;1219;0.34;0;0;primavera;não;sim;341
dom;8;18.3;51;2;1366;0.7;0;0;primavera;não;sim;608
dom;9;19.5;43;1.5;1548;1.02;0;0;primavera;não;sim;762
dom;10;21.6;33;2;1697;1.86;0;0;primavera;não;sim;821
dom;11;22.3;33;1.8;1853;1.54;0;0;primavera;não;sim;1004
dom;12;23.4;38;2.8;1756;1.87;0;0;primavera;não;sim;1404
dom;13;24.3;37;2.3;1583;2.22;0;0;primavera;não;sim;1579
dom;14;24.2;36;4;1907;2.16;0;0;primavera;não;sim;1730
dom;15;23.9;37;2.6;1889;1.82;0;0;primavera;não;sim;2019
dom;16;24;36;1.6;1811;1.34;0;0;primavera;não;sim;2242
dom;17;23.5;32;3.2;1925;1.01;0;0;primavera;não;sim;2307
dom;18;23;36;2.8;1904;0.85;0;0;primavera;não;sim;2267
dom;19;21.7;38;2.1;1857;0.27;0;0;primavera;não;sim;2207
dom;20;20.6;41;2.3;1788;0.09;0;0;primavera;não;sim;2044
dom;21;19.5;46;1.8;1734;0;0;0;primavera;não;sim;1729
dom;22;18.6;50;1;1830;0;0;0;primavera;não;sim;1374
dom;23;17.9;53;1.9;1774;0;0;0;primavera;não;sim;1071
seg;0;17.3;55;0.7;1741;0;0;0;primavera;não;sim;770
seg;1;16.7;60;0.8;1806;0;0;0;primavera;não;sim;440
seg;2;16.5;58;0.3;1759;0;0;0;primavera;não;sim;335
seg;3;17.1;56;0.4;1583;0;0;0;primavera;não;sim;185
seg;4;17.2;0;0.4;1619;0;0;0;primavera;não;sim;134
seg;5;16.6;0;0.9;1361;0;0;0;primavera;não;sim;247
seg;6;16.2;0;0.5;1588;0.05;0;0;primavera;não;sim;641
seg;7;16.8;0;0.8;1387;0.36;0;0;primavera;não;sim;1502
seg;8;19.5;50;0.7;1329;1.19;0;0;primavera;não;sim;2194
seg;9;21.7;48;1.1;1806;1.92;0;0;primavera;não;sim;1131
seg;10;23.3;49;1.1;1881;2.46;0;0;primavera;não;sim;828
seg;11;25.1;45;0.9;1982;2.9;0;0;primavera;não;sim;986
seg;12;26.3;44;1.8;2000;3.24;0;0;primavera;não;sim;1139
seg;13;27.7;39;1.9;1882;3.33;0;0;primavera;não;sim;1124
seg;14;28.7;36;2.6;1853;3.21;0;0;primavera;não;sim;1128
seg;15;28.4;43;3.1;900;2.28;0;0;primavera;não;sim;1258
seg;16;28.1;43;3.4;845;2.32;0;0;primavera;não;sim;1497
seg;17;26.9;45;3.5;990;1.64;0;0;primavera;não;sim;2060
seg;18;26;39;2.7;1950;1.07;0;0;primavera;não;sim;3245
seg;19;24.4;44;2.8;1979;0.45;0;0;primavera;não;sim;2656
seg;20;23;49;2.4;1905;0.07;0;0;primavera;não;sim;2252
seg;21;21.8;50;2.1;1950;0;0;0;primavera;não;sim;2140
seg;22;21.1;54;0.6;2000;0;0;0;primavera;não;sim;1881
seg;23;20.9;53;1.6;1712;0;0;0;primavera;não;sim;1247
ter;0;20.6;54;2.6;1737;0;0;0;primavera;não;sim;841
ter;1;20.3;55;1.1;1756;0;0;0;primavera;não;sim;721
ter;2;20.2;56;2.3;1498;0;0;0;primavera;não;sim;466
ter;3;20;58;1.8;1279;0;0;0;primavera;não;sim;285
ter;4;19.8;60;1.9;1364;0;0;0;primavera;não;sim;204
ter;5;19.6;64;0.3;1483;0;0;0;primavera;não;sim;252
ter;6;19.5;64;0.4;1268;0.02;0;0;primavera;não;sim;625
ter;7;19.9;63;1.1;934;0.24;0;0;primavera;não;sim;1427
ter;8;20.5;66;1.7;1062;0.34;0;0;primavera;não;sim;2234
ter;9;21;67;1.1;1012;0.54;0;0;primavera;não;sim;1192
ter;10;21.6;68;1.6;980;0.83;0;0;primavera;não;sim;893
ter;11;23.1;63;2.6;949;1.68;0;0;primavera;não;sim;949
ter;12;23.1;64;2.6;1250;1.35;0;0;primavera;não;sim;1184
ter;13;24.2;58;1.5;1030;1.66;0;0;primavera;não;sim;1103
ter;14;25.5;53;2;981;2.5;0;0;primavera;não;sim;1174
ter;15;25.7;56;1.8;1112;1.71;0;0;primavera;não;sim;1234
ter;16;23.6;66;4.2;1208;0.89;0;0;primavera;não;sim;1592
ter;17;23.9;65;1.9;1425;1.02;0;0;primavera;não;sim;2022
ter;18;23.1;68;2.9;1506;0.42;0;0;primavera;não;sim;2154
ter;19;22.3;71;2.5;1268;0.14;0;0;primavera;não;sim;477
ter;20;20.1;88;2.2;572;0;1;0;primavera;não;sim;422
ter;21;19.9;93;1.4;416;0;0;0;primavera;não;sim;1041
ter;22;19.9;85;1.7;559;0;0;0;primavera;não;sim;1121
ter;23;19.5;89;1.7;304;0;0;0;primavera;não;sim;742
qua;0;19.1;84;1.6;540;0;0;0;primavera;não;sim;507
qua;1;18.8;84;0.5;488;0;0;0;primavera;não;sim;570
qua;2;18.7;83;0.6;469;0;0;0;primavera;não;sim;422
qua;3;18.4;86;0.6;360;0;0;0;primavera;não;sim;238
qua;4;18.3;84;0.9;409;0;0;0;primavera;não;sim;167
qua;5;18.4;84;0.6;352;0;0;0;primavera;não;sim;239
qua;6;18.6;84;0.7;316;0.01;0;0;primavera;não;sim;505
qua;7;18.9;85;0.6;289;0.12;0;0;primavera;não;sim;1150
qua;8;19.3;83;0.6;394;0.23;0;0;primavera;não;sim;1937
qua;9;19.8;79;1.3;405;0.45;0;0;primavera;não;sim;1200
qua;10;21.4;71;1.7;476;1.43;0;0;primavera;não;sim;916
qua;11;22.8;66;2.7;1270;2.76;0;0;primavera;não;sim;975
qua;12;23.2;64;3;1305;2.08;0;0;primavera;não;sim;1187
qua;13;24;56;2.6;1282;2.94;0;0;primavera;não;sim;1134
qua;14;24.3;58;2.9;1211;2.92;0;0;primavera;não;sim;1119
qua;15;24.3;52;3;1447;2.55;0;0;primavera;não;sim;1280
qua;16;24.7;47;3;1594;2.44;0;0;primavera;não;sim;1571
qua;17;24.1;41;2.2;1980;1.9;0;0;primavera;não;sim;2166
qua;18;23.6;42;2.1;2000;1.23;0;0;primavera;não;sim;3251
qua;19;21.2;52;3.6;1856;0.55;0;0;primavera;não;sim;2650
qua;20;19.1;64;2.6;1530;0.06;0;0;primavera;não;sim;2224
qua;21;18.2;69;2;1286;0;0;0;primavera;não;sim;2074
qua;22;17.3;76;1.7;801;0;0;0;primavera;não;sim;1732
qua;23;16.4;80;1.5;642;0;0;0;primavera;não;sim;1158
qui;0;15.8;82;1.6;546;0;0;0;primavera;não;sim;844
qui;1;15.5;82;1.5;513;0;0;0;primavera;não;sim;610
qui;2;15.2;84;0.7;485;0;0;0;primavera;não;sim;470
qui;3;15;84;1.3;473;0;0;0;primavera;não;sim;328
qui;4;14.8;85;0.7;478;0;0;0;primavera;não;sim;188
qui;5;14.4;82;1.2;708;0;0;0;primavera;não;sim;265
qui;6;14.3;82;0.7;653;0.05;0;0;primavera;não;sim;646
qui;7;14.9;71;0.9;651;0.47;0;0;primavera;não;sim;1401
qui;8;16.9;65;1.6;896;1.21;0;0;primavera;não;sim;2281
qui;9;18.8;59;1.6;1233;1.9;0;0;primavera;não;sim;1277
qui;10;20.8;54;1.2;1129;2.45;0;0;primavera;não;sim;936
qui;11;22;54;2.7;1189;2.89;0;0;primavera;não;sim;979
qui;12;23.7;44;1.3;1624;3.2;0;0;primavera;não;sim;1134
qui;13;25;47;2.5;1120;3.34;0;0;primavera;não;sim;1151
qui;14;25.9;43;2.7;1493;2.97;0;0;primavera;não;sim;1164
qui;15;26.9;37;2.7;1850;2.9;0;0;primavera;não;sim;1280
qui;16;27.3;38;2.9;1784;2.41;0;0;primavera;não;sim;1550
qui;17;27.2;42;2.9;1828;1.79;0;0;primavera;não;sim;2047
qui;18;26.4;42;3.1;1995;0.79;0;0;primavera;não;sim;3119
qui;19;25.2;53;3.1;1983;0.51;0;0;primavera;não;sim;2534
qui;20;23.1;58;2.9;1950;0.06;0;0;primavera;não;sim;2164
qui;21;21.9;60;2.5;1551;0;0;0;primavera;não;sim;2070
qui;22;21.1;59;2.1;1874;0;0;0;primavera;não;sim;1900
qui;23;20.5;62;2.2;1903;0;0;0;primavera;não;sim;1343
sex;0;20.1;63;1.1;1698;0;0;0;verão;não;sim;963
sex;1;19.5;65;0.4;1662;0;0;0;verão;não;sim;776
sex;2;19;72;1.4;1258;0;0;0;verão;não;sim;554
sex;3;18.6;72;1.4;1340;0;0;0;verão;não;sim;366
sex;4;18.1;76;1.8;561;0;0;0;verão;não;sim;265
sex;5;17.8;75;1;1210;0;0;0;verão;não;sim;306
sex;6;17.5;76;1.2;1161;0.05;0;0;verão;não;sim;672
sex;7;18.1;64;0.6;923;0.47;0;0;verão;não;sim;1421
sex;8;20.6;55;0.7;1200;1.21;0;0;verão;não;sim;2149
sex;9;23.1;52;1.7;1012;1.88;0;0;verão;não;sim;1219
sex;10;25.3;45;1.3;1371;2.45;0;0;verão;não;sim;862
